isbn,feature
006008667X,"[-0.89034235 -0.5463409  -0.8356734  ... -0.5640907  -0.46368495
  0.46106485]"
0449906736,"[-0.92574173 -0.54032665 -0.80273575 ... -0.04603468 -0.4035997
  0.5536485 ]"
3548740146,"[-0.89230967 -0.47427148 -0.6273988  ... -0.512617   -0.44719544
  0.4810125 ]"
0471915645,"[-0.9272922  -0.55262697 -0.91026217 ... -0.5573225  -0.4656817
  0.4717983 ]"
0070704309,"[-0.9098254  -0.38507956 -0.5361609  ... -0.54427916 -0.44617683
  0.507497  ]"
0553280333,"[-0.85313594 -0.2536506  -0.24535331 ... -0.04603468 -0.4035997
  0.5536485 ]"
0345260317,"[-0.9002822  -0.5437858  -0.84909844 ... -0.56210923 -0.45182067
  0.5019398 ]"
042511774X,"[-0.8880552  -0.25107166 -0.19012119 ... -0.46933448 -0.43552983
  0.48671606]"
0060177586,[-0.8311519 -0.2872111  0.2854081 ... -0.569208  -0.4640282  0.4805581]
0375509038,"[-0.8393169  -0.4082702  -0.10856251 ... -0.54177934 -0.46412575
  0.46355906]"
8445071408,"[-0.89803547 -0.4496627  -0.8869326  ... -0.5744064  -0.47293663
  0.4983684 ]"
0671867156,"[-0.94587284 -0.4375913  -0.9373033  ... -0.54384834 -0.47100672
  0.5217349 ]"
0316748641,"[-0.8819193  -0.5063182  -0.53079814 ... -0.51356006 -0.4481355
  0.48592606]"
0684822733,"[-0.9140132  -0.5502352  -0.9536501  ... -0.04603468 -0.4035997
  0.5536485 ]"
0310705541,"[-0.9257228  -0.53183275 -0.8030202  ... -0.5143895  -0.49771494
  0.51843464]"
0316735736,"[-0.69671977 -0.14825363  0.56543344 ... -0.54986596 -0.44785368
  0.46302843]"
0310700450,"[-0.8051531  -0.3492075   0.04494368 ... -0.49224815 -0.4872901
  0.48756933]"
0375500766,"[-0.83340394 -0.49531323 -0.8376071  ... -0.49204063 -0.46570975
  0.5246827 ]"
0451205197,"[-0.9136179  -0.45931584 -0.45982397 ... -0.56497514 -0.47539926
  0.52548456]"
0684857502,"[-0.8738129  -0.2878733   0.04406837 ... -0.46933448 -0.43552983
  0.48671606]"
0739430157,"[-0.88128006 -0.37377545 -0.3895676  ... -0.5258696  -0.4621476
  0.4933698 ]"
0195124995,"[-0.88543135 -0.46377784 -0.73865193 ... -0.5649154  -0.47818217
  0.5126288 ]"
8420639133,"[-0.8365959  -0.2921519  -0.27268282 ... -0.53277373 -0.45174542
  0.47762638]"
0812575482,"[-0.9208823  -0.47267222 -0.8606096  ... -0.5789285  -0.4854476
  0.53004473]"
0785263292,"[-0.8329558  -0.26389092 -0.8167677  ... -0.46022546 -0.44268882
  0.5184075 ]"
0553218395,"[-0.7650502  -0.24513033 -0.0889237  ... -0.56497514 -0.47539926
  0.52548456]"
3150000335,"[-0.90375423 -0.3992486  -0.21657057 ... -0.4027456  -0.43505603
  0.5190861 ]"
3257207522,"[-0.88258076 -0.33109757  0.02553683 ... -0.54384834 -0.47100672
  0.5217349 ]"
3257212054,"[-0.9134754  -0.38764438 -0.5175165  ... -0.56967866 -0.4737778
  0.49986354]"
3257233051,"[-0.91059315 -0.5369075  -0.9411802  ... -0.46933448 -0.43552983
  0.48671606]"
3492045642,"[-0.8967513  -0.34957632 -0.6477504  ... -0.04603468 -0.4035997
  0.5536485 ]"
3498020862,"[-0.8245853  -0.31017736 -0.28476986 ... -0.46933448 -0.43552983
  0.48671606]"
3499110695,"[-0.94331276 -0.4298758  -0.6857001  ... -0.46933448 -0.43552983
  0.48671606]"
3499151502,"[-0.89106745 -0.49487242 -0.83443254 ... -0.46933448 -0.43552983
  0.48671606]"
0743453573,"[-0.81848395 -0.48405632 -0.6998944  ... -0.5690716  -0.48080376
  0.46402815]"
3596292646,"[-0.84300864 -0.43798822 -0.6538168  ... -0.46933448 -0.43552983
  0.48671606]"
0761508597,[-0.9243558 -0.6241787 -0.9802385 ... -0.4551339 -0.4195797  0.5123444]
0316693006,"[-0.7474573  -0.1521592  -0.25762376 ... -0.53935564 -0.46798337
  0.46798602]"
0449911004,"[-0.88348997 -0.45859587 -0.8103237  ... -0.46933448 -0.43552983
  0.48671606]"
0684848783,"[-0.8306681  -0.2521105   0.5713792  ... -0.5054487  -0.45430103
  0.52125025]"
0786863986,"[-0.8278029  -0.18266359  0.03071702 ... -0.5054487  -0.45430103
  0.52125025]"
0803251718,"[-0.7405563  -0.16334958  0.62563604 ... -0.5715631  -0.46387953
  0.49716848]"
1550544535,[-0.8377828 -0.3431004 -0.5165921 ... -0.4489938 -0.4377583  0.5339427]
0553257765,"[-0.92665434 -0.36419657  0.02397696 ... -0.5649154  -0.47818217
  0.5126288 ]"
0671692798,"[-0.8949546  -0.4742599  -0.96011245 ... -0.4027456  -0.43505603
  0.5190861 ]"
0553480677,"[-0.92213815 -0.40194216 -0.6493804  ... -0.5143895  -0.49771494
  0.51843464]"
0553484230,"[-0.8565635  -0.32598808 -0.7403816  ... -0.5143895  -0.49771494
  0.51843464]"
0505522985,"[-0.858898   -0.28363317 -0.3505398  ... -0.56497514 -0.47539926
  0.52548456]"
8426109942,"[-0.59187543 -0.07540562  0.34161004 ... -0.5074948  -0.4837458
  0.49601665]"
0738703192,"[-0.8594553  -0.34684834 -0.45890412 ... -0.512617   -0.44719544
  0.4810125 ]"
0684854104,"[-0.8511851  -0.3034478  -0.30449957 ... -0.56922144 -0.46807027
  0.46006882]"
0452267897,"[-0.8429291  -0.34805232 -0.3261968  ... -0.04603468 -0.4035997
  0.5536485 ]"
1575421135,"[-0.93003714 -0.44835094 -0.804848   ... -0.04603468 -0.4035997
  0.5536485 ]"
0679853375,"[-0.867417   -0.40020168 -0.6549001  ... -0.24405736 -0.44187877
  0.5185339 ]"
1400046629,"[-0.82993805 -0.26898807  0.27506116 ... -0.49204063 -0.46570975
  0.5246827 ]"
061804597X,"[-0.8863278  -0.4495203  -0.80010533 ... -0.5074948  -0.4837458
  0.49601665]"
0912177101,"[-0.8520265  -0.54330987 -0.7830117  ... -0.04603468 -0.4035997
  0.5536485 ]"
0385260393,"[-0.813482   -0.33724275 -0.34892407 ... -0.5709141  -0.47523037
  0.49991134]"
3442059275,"[-0.8252333  -0.38824716 -0.45351243 ... -0.54384834 -0.47100672
  0.5217349 ]"
0553155199,"[-0.77006245 -0.23078646  0.25054842 ... -0.4027456  -0.43505603
  0.5190861 ]"
0553157809,"[-0.86927944 -0.30244225 -0.05603483 ... -0.5143895  -0.49771494
  0.51843464]"
0439070341,"[-0.8879978  -0.33362815 -0.41160512 ... -0.4027456  -0.43505603
  0.5190861 ]"
8432211788,"[-0.8634396  -0.27886742 -0.32893297 ... -0.46933448 -0.43552983
  0.48671606]"
0712675027,"[-0.8134768  -0.194785    0.4757332  ... -0.53935564 -0.46798337
  0.46798602]"
158017308X,"[-0.82913506 -0.5358416  -0.9111911  ... -0.3916287  -0.42018545
  0.52160627]"
0451176804,"[-0.8420585  -0.3691499  -0.57271194 ... -0.52574384 -0.43766257
  0.47331983]"
1559123427,"[-0.92485243 -0.44609654 -0.9163233  ... -0.24405736 -0.44187877
  0.5185339 ]"
3548680224,"[-0.85673577 -0.35000354 -0.37836617 ... -0.52574384 -0.43766257
  0.47331983]"
0806985895,"[-0.7823509  -0.1317721   0.6031327  ... -0.5143895  -0.49771494
  0.51843464]"
1560768606,"[-0.9242886  -0.4948266  -0.8146542  ... -0.5789285  -0.4854476
  0.53004473]"
3404203887,"[-0.907455   -0.51295704 -0.80279225 ... -0.5789285  -0.4854476
  0.53004473]"
1840461225,"[-0.87677515 -0.3578822  -0.37472713 ... -0.29242522 -0.3694783
  0.46046117]"
0385721919,"[-0.885502   -0.3389267  -0.8173548  ... -0.46933448 -0.43552983
  0.48671606]"
0395710413,"[-0.84644324 -0.46040392 -0.7991668  ... -0.5789285  -0.4854476
  0.53004473]"
1570625816,"[-0.82501733 -0.301097    0.05761256 ... -0.46933448 -0.43552983
  0.48671606]"
3442451787,"[-0.9379272  -0.4348166  -0.26327524 ... -0.5798631  -0.4783422
  0.49402487]"
0195119142,"[-0.8603645  -0.3972759  -0.38829714 ... -0.54834497 -0.4455728
  0.49476945]"
0345406850,"[-0.8725442  -0.49564284 -0.89494014 ... -0.5789285  -0.4854476
  0.53004473]"
0374181101,"[-0.8869084  -0.41549203 -0.5313652  ... -0.53221464 -0.45363578
  0.49365643]"
0880709820,"[-0.9243272  -0.48222438 -0.71313643 ... -0.56497514 -0.47539926
  0.52548456]"
0671519050,"[-0.9023576  -0.4296461  -0.65206575 ... -0.5143895  -0.49771494
  0.51843464]"
0764531964,"[-0.8421791  -0.3155784  -0.10618707 ... -0.5544096  -0.44938096
  0.4536396 ]"
0451457056,"[-0.86430466 -0.54476005 -0.80323094 ... -0.52866673 -0.43686965
  0.49155256]"
0425087654,"[-0.854605   -0.27253115  0.15477157 ... -0.54384834 -0.47100672
  0.5217349 ]"
0471045217,"[-0.8696351  -0.4119079  -0.7440903  ... -0.5651973  -0.43776697
  0.4340664 ]"
0806997672,"[-0.88088    -0.2988099  -0.3095192  ... -0.04603468 -0.4035997
  0.5536485 ]"
0451450078,"[-0.9082378  -0.39498293 -0.62045646 ... -0.52866673 -0.43686965
  0.49155256]"
0446405329,"[-0.82743245 -0.5075631  -0.5431584  ... -0.5543861  -0.45834333
  0.49015316]"
0842319190,"[-0.84291714 -0.32838205 -0.62002677 ... -0.512617   -0.44719544
  0.4810125 ]"
1557738270,"[-0.85100317 -0.3163067  -0.6107421  ... -0.5863905  -0.5057229
  0.50500804]"
0843114754,"[-0.853062   -0.4144429  -0.40430996 ... -0.24405736 -0.44187877
  0.5185339 ]"
0786904976,"[-0.7725396  -0.37104535 -0.75616366 ... -0.5789285  -0.4854476
  0.53004473]"
1858132983,"[-0.9004657  -0.3923667  -0.5535918  ... -0.5760354  -0.4832861
  0.49315795]"
0785312803,"[-0.81438005 -0.27038282 -0.23639528 ... -0.04603468 -0.4035997
  0.5536485 ]"
0310239613,"[-0.907477   -0.46825957 -0.6854483  ... -0.56067854 -0.4564196
  0.4616344 ]"
0965608670,"[-0.7064219  -0.6109479  -0.975654   ... -0.04603468 -0.4035997
  0.5536485 ]"
0340695900,"[-0.9171618  -0.44471073 -0.73625994 ... -0.54384834 -0.47100672
  0.5217349 ]"
0340207795,"[-0.889593   -0.41966793 -0.79519403 ... -0.547021   -0.4464965
  0.437852  ]"
0671899554,"[-0.8648798  -0.28522786  0.03151023 ... -0.51618946 -0.4430714
  0.47404528]"
0521269202,"[-0.91275805 -0.51583064 -0.98224235 ... -0.56210923 -0.45182067
  0.5019398 ]"
0671688359,"[-0.84206563 -0.1733096   0.02632355 ... -0.04603468 -0.4035997
  0.5536485 ]"
071813107X,"[-0.9201621  -0.37679252 -0.6944901  ... -0.545311   -0.4474619
  0.4852357 ]"
0708883788,"[-0.75208235 -0.2462052  -0.15270166 ... -0.51647323 -0.43499112
  0.49718618]"
075151022X,"[-0.77634543 -0.31203267 -0.1473983  ... -0.5873592  -0.4958789
  0.5295375 ]"
0671021672,"[-0.8194918  -0.41988215 -0.7922631  ... -0.4027456  -0.43505603
  0.5190861 ]"
0812015630,"[-0.87097406 -0.38959846 -0.53054106 ... -0.04603468 -0.4035997
  0.5536485 ]"
0553202839,"[-0.7810781  -0.10643066  0.5259105  ... -0.54384834 -0.47100672
  0.5217349 ]"
0812530853,"[-0.7640953  -0.14568281  0.619225   ... -0.5811204  -0.47146323
  0.5009726 ]"
0385041594,"[-0.70987934 -0.13291621  0.5246172  ... -0.53153276 -0.44879067
  0.4349516 ]"
0586058907,"[-0.7400399  -0.22152351  0.46693584 ... -0.52866673 -0.43686965
  0.49155256]"
0749307838,"[-0.8772716  -0.41728345 -0.6948446  ... -0.51647323 -0.43499112
  0.49718618]"
0373121598,"[-0.9257705  -0.3485119  -0.74957985 ... -0.56497514 -0.47539926
  0.52548456]"
0749309342,"[-0.87440753 -0.43159956 -0.8297703  ... -0.52866673 -0.43686965
  0.49155256]"
0373121385,"[-0.80088764 -0.25996456  0.15983658 ... -0.56497514 -0.47539926
  0.52548456]"
0749305320,"[-0.87580323 -0.44221535 -0.77841914 ... -0.52866673 -0.43686965
  0.49155256]"
0451202945,"[-0.8153592  -0.37036768 -0.10230249 ... -0.54384834 -0.47100672
  0.5217349 ]"
0671722573,"[-0.8945566  -0.50337315 -0.8277905  ... -0.4027456  -0.43505603
  0.5190861 ]"
0671492993,"[-0.87044984 -0.4215457  -0.6982269  ... -0.51647323 -0.43499112
  0.49718618]"
0671722565,"[-0.8958018  -0.21493842  0.08845505 ... -0.4027456  -0.43505603
  0.5190861 ]"
0843949015,"[-0.8828057  -0.46059203 -0.6728236  ... -0.54904497 -0.44945738
  0.49237296]"
0425098079,"[-0.93147516 -0.5770888  -0.9266796  ... -0.5768424  -0.47848636
  0.48188362]"
0749303190,"[-0.887393   -0.28024712  0.19448423 ... -0.51647323 -0.43499112
  0.49718618]"
0749300213,"[-0.86621565 -0.3420639  -0.35372475 ... -0.52866673 -0.43686965
  0.49155256]"
0749301201,"[-0.8950811  -0.5076386  -0.6553353  ... -0.52866673 -0.43686965
  0.49155256]"
0373167059,"[-0.7853951  -0.35273507 -0.8049338  ... -0.56497514 -0.47539926
  0.52548456]"
0441008887,"[-0.9188016  -0.39288962 -0.58453393 ... -0.57678795 -0.48100105
  0.5064497 ]"
0373243332,"[-0.7955313  -0.42354527 -0.8927051  ... -0.56497514 -0.47539926
  0.52548456]"
0575073845,"[-0.91565204 -0.13561794 -0.14417729 ... -0.51647323 -0.43499112
  0.49718618]"
0373709498,"[-0.7802735  -0.3216177  -0.27495643 ... -0.56497514 -0.47539926
  0.52548456]"
0441005845,"[-0.7918514  -0.4181483  -0.5674874  ... -0.58619136 -0.4969735
  0.5278059 ]"
0312878427,"[-0.73997957 -0.23507534  0.6893206  ... -0.5872822  -0.48890978
  0.48963603]"
0765303825,"[-0.8682527  -0.3303328  -0.20263569 ... -0.52866673 -0.43686965
  0.49155256]"
0340826126,"[-0.8807568  -0.3787233  -0.3699338  ... -0.5054487  -0.45430103
  0.52125025]"
0425187136,"[-0.9241421  -0.5647252  -0.93990946 ... -0.5543861  -0.45834333
  0.49015316]"
0425186881,"[-0.88294905 -0.26939812  0.2523277  ... -0.5543861  -0.45834333
  0.49015316]"
0671698788,"[-0.91097605 -0.55572563 -0.94302654 ... -0.5789285  -0.4854476
  0.53004473]"
0451207467,"[-0.93360054 -0.4604371  -0.79230905 ... -0.54384834 -0.47100672
  0.5217349 ]"
0451410505,"[-0.9075049  -0.25414285 -0.13745824 ... -0.5443953  -0.4846659
  0.4853188 ]"
082030641X,"[-0.8900948  -0.5253951  -0.7095247  ... -0.4027456  -0.43505603
  0.5190861 ]"
048622029X,"[-0.943297   -0.53666973 -0.5903087  ... -0.5649154  -0.47818217
  0.5126288 ]"
0312959826,"[-0.9349501  -0.4755063  -0.8446042  ... -0.5543861  -0.45834333
  0.49015316]"
0916773221,"[-0.8895624  -0.5049514  -0.8014586  ... -0.44792327 -0.48168635
  0.48911062]"
0451145070,"[-0.8841812  -0.31359574 -0.27183494 ... -0.54828423 -0.4641945
  0.5238935 ]"
0684836017,"[-0.8090394  -0.27146828 -0.53152096 ... -0.51356006 -0.4481355
  0.48592606]"
0393968200,"[-0.9273369  -0.3669668  -0.6131661  ... -0.4027456  -0.43505603
  0.5190861 ]"
0618083596,"[-0.9169084  -0.55877596 -0.9491825  ... -0.5789285  -0.4854476
  0.53004473]"
0688143059,"[-0.8908867  -0.3983636  -0.6266106  ... -0.54384834 -0.47100672
  0.5217349 ]"
0586021159,"[-0.7016025  -0.22795406 -0.16420339 ... -0.46933448 -0.43552983
  0.48671606]"
1575664267,"[-0.889712   -0.4357055  -0.75440896 ... -0.54384834 -0.47100672
  0.5217349 ]"
1901983307,"[-0.922236   -0.4620735  -0.73135364 ... -0.04603468 -0.4035997
  0.5536485 ]"
0553106406,"[-0.79277647 -0.44316784 -0.64748347 ... -0.5789285  -0.4854476
  0.53004473]"
0671606735,"[-0.93146497 -0.3086955  -0.5625781  ... -0.56497514 -0.47539926
  0.52548456]"
0373098316,"[-0.85297215 -0.34512073 -0.5780796  ... -0.56497514 -0.47539926
  0.52548456]"
0806520159,"[-0.8758891  -0.33751574 -0.3545512  ... -0.49204063 -0.46570975
  0.5246827 ]"
0553250973,"[-0.92061347 -0.47559994 -0.61320025 ... -0.5833869  -0.47887102
  0.4851066 ]"
0345312295,"[-0.7949004  -0.18384796  0.52471006 ... -0.52866673 -0.43686965
  0.49155256]"
0843948140,"[-0.86739945 -0.30413267  0.04297524 ... -0.46933448 -0.43552983
  0.48671606]"
0449240908,"[-0.5537295  -0.20783947  0.29729602 ... -0.52574384 -0.43766257
  0.47331983]"
0618257977,"[-0.90905017 -0.35417628 -0.4451094  ... -0.46933448 -0.43552983
  0.48671606]"
0445207558,"[-0.78863376 -0.21209262  0.3046984  ... -0.52866673 -0.43686965
  0.49155256]"
1585421936,"[-0.948736   -0.6493953  -0.9699445  ... -0.5198706  -0.46459875
  0.5096375 ]"
037307672X,"[-0.86348534 -0.35363445 -0.43567476 ... -0.56497514 -0.47539926
  0.52548456]"
0871662620,"[-0.91387475 -0.31769887 -0.23474199 ... -0.04603468 -0.4035997
  0.5536485 ]"
0553212699,"[-0.7243815  -0.28017813 -0.10309809 ... -0.46933448 -0.43552983
  0.48671606]"
0439253276,"[-0.87371737 -0.4102568  -0.6835284  ... -0.5789285  -0.4854476
  0.53004473]"
037540838X,"[-0.8931807  -0.2329996  -0.07802437 ... -0.53935564 -0.46798337
  0.46798602]"
0449005186,"[-0.853833   -0.32957548 -0.23607224 ... -0.56497514 -0.47539926
  0.52548456]"
0373691068,"[-0.7887526  -0.16209233  0.29533643 ... -0.56497514 -0.47539926
  0.52548456]"
3453065794,"[-0.9330589  -0.56430435 -0.8679616  ... -0.5789285  -0.4854476
  0.53004473]"
0812518322,"[-0.82763094 -0.321201   -0.05574358 ... -0.56766844 -0.46511397
  0.47748753]"
0515129976,"[-0.82932526 -0.2903697  -0.2770539  ... -0.54384834 -0.47100672
  0.5217349 ]"
0875422888,"[-0.9012825  -0.4790179  -0.8135483  ... -0.04603468 -0.4035997
  0.5536485 ]"
0553379364,"[-0.78296393 -0.29741064 -0.46754533 ... -0.39834562 -0.41827703
  0.494581  ]"
1569246513,"[-0.85981715 -0.55122393 -0.96032935 ... -0.39834562 -0.41827703
  0.494581  ]"
0903505207,"[-0.8051202  -0.22594626  0.33129892 ... -0.3916287  -0.42018545
  0.52160627]"
0835607097,"[-0.8889128  -0.49864513 -0.77902555 ... -0.512617   -0.44719544
  0.4810125 ]"
0140007628,"[-0.85800004 -0.4619411  -0.8476464  ... -0.54384834 -0.47100672
  0.5217349 ]"
006095177X,"[-0.88487846 -0.51935786 -0.9249818  ... -0.4551339  -0.4195797
  0.5123444 ]"
0465051545,"[-0.87513125 -0.4503942  -0.8699997  ... -0.5654028  -0.44605178
  0.46704432]"
0787953431,"[-0.8641107  -0.49139827 -0.91355026 ... -0.04603468 -0.4035997
  0.5536485 ]"
0811825930,"[-0.8110731  -0.3433326  -0.76071066 ... -0.4551339  -0.4195797
  0.5123444 ]"
0960607013,"[-0.9069517  -0.40653932 -0.48880118 ... -0.4551339  -0.4195797
  0.5123444 ]"
0745927831,"[-0.86243945 -0.32857388 -0.38535306 ... -0.5822518  -0.48161158
  0.51281065]"
0517800985,"[-0.8495535  -0.45542896 -0.7908829  ... -0.04603468 -0.4035997
  0.5536485 ]"
0553261576,"[-0.8252793  -0.48238528 -0.8124825  ... -0.4027456  -0.43505603
  0.5190861 ]"
0743225589,"[-0.8371309  -0.22505915 -0.0502415  ... -0.04603468 -0.4035997
  0.5536485 ]"
0471317519,"[-0.8504929  -0.32611933 -0.2371655  ... -0.04603468 -0.4035997
  0.5536485 ]"
0385190921,"[-0.88884103 -0.49453038 -0.95771307 ... -0.51647323 -0.43499112
  0.49718618]"
1576854019,"[-0.70737433 -0.35040244 -0.06829762 ... -0.54834497 -0.4455728
  0.49476945]"
0028637798,"[-0.87191755 -0.49710217 -0.681451   ... -0.04603468 -0.4035997
  0.5536485 ]"
0345456866,[-0.9091554 -0.5041461 -0.8894887 ... -0.4551339 -0.4195797  0.5123444]
0312872690,"[-0.85068333 -0.2834571  -0.02194056 ... -0.5709141  -0.47523037
  0.49991134]"
0451209087,"[-0.87635756 -0.40005538 -0.7657233  ... -0.5543861  -0.45834333
  0.49015316]"
0330492136,"[-0.8843684  -0.45854348 -0.48822764 ... -0.5615101  -0.4743888
  0.5031157 ]"
0747232970,"[-0.8625939  -0.3198564  -0.36352682 ... -0.5798631  -0.4783422
  0.49402487]"
0380397501,"[-0.8927297  -0.30395555  0.05495531 ... -0.54384834 -0.47100672
  0.5217349 ]"
0374507481,"[-0.75533533 -0.09149036  0.6181961  ... -0.46933448 -0.43552983
  0.48671606]"
0821769936,"[-0.7850481  -0.24922645  0.32427981 ... -0.54904497 -0.44945738
  0.49237296]"
0140146598,"[-0.9113542  -0.5409434  -0.9464857  ... -0.5198706  -0.46459875
  0.5096375 ]"
0883474727,"[-0.83653253 -0.52397823 -0.8831183  ... -0.56067854 -0.4564196
  0.4616344 ]"
0883590395,"[-0.94655824 -0.48814932 -0.81452763 ... -0.5198706  -0.46459875
  0.5096375 ]"
0385006896,"[-0.9448287  -0.36447757 -0.55361634 ... -0.54384834 -0.47100672
  0.5217349 ]"
0632036346,"[-0.8339383  -0.33760455 -0.7885266  ... -0.43249318 -0.4605008
  0.5396396 ]"
0671730517,"[-0.6968677  -0.14747456  0.41584182 ... -0.4027456  -0.43505603
  0.5190861 ]"
0065004108,"[-0.91402864 -0.569133   -0.96746445 ... -0.43249318 -0.4605008
  0.5396396 ]"
1575847167,"[-0.7859399  -0.2921151   0.12307744 ... -0.24405736 -0.44187877
  0.5185339 ]"
0198540345,[-0.9182725 -0.3511982 -0.8316246 ... -0.5323551 -0.4468642  0.5002849]
0691034974,"[-0.7342266  -0.16545913  0.44283915 ... -0.43249318 -0.4605008
  0.5396396 ]"
0373290578,"[-0.8761595  -0.3605628  -0.32753068 ... -0.56497514 -0.47539926
  0.52548456]"
0521787335,"[-0.9342407  -0.60420144 -0.9387116  ... -0.5198706  -0.46459875
  0.5096375 ]"
1560986379,"[-0.8968522  -0.524704   -0.96470577 ... -0.43249318 -0.4605008
  0.5396396 ]"
0321021738,"[-0.8960245  -0.33476183 -0.51773536 ... -0.43249318 -0.4605008
  0.5396396 ]"
0824821998,"[-0.8405051  -0.45577574 -0.7989961  ... -0.5367634  -0.45737973
  0.4885601 ]"
0140008640,"[-0.8604779  -0.33177695 -0.579945   ... -0.54384834 -0.47100672
  0.5217349 ]"
0553270079,"[-0.5956615  -0.13674349 -0.4801505  ... -0.5143895  -0.49771494
  0.51843464]"
0805033211,"[-0.8718171  -0.40835443 -0.51892287 ... -0.49204063 -0.46570975
  0.5246827 ]"
0312969376,"[-0.84763217 -0.4632857  -0.8102704  ... -0.54384834 -0.47100672
  0.5217349 ]"
0312106122,"[-0.8483336  -0.33936405 -0.15066688 ... -0.58630514 -0.4858916
  0.49609953]"
0786863544,"[-0.8313111  -0.39389426 -0.67352015 ... -0.5434982  -0.4384154
  0.4649463 ]"
3257232888,"[-0.82195634 -0.29952052 -0.43522328 ... -0.46933448 -0.43552983
  0.48671606]"
1568362536,"[-0.76923066 -0.4736637  -0.91432387 ... -0.54177934 -0.46412575
  0.46355906]"
3453075358,"[-0.9051283  -0.5026761  -0.7401027  ... -0.58630514 -0.4858916
  0.49609953]"
0044421931,"[-0.8124938  -0.24562329 -0.2689427  ... -0.55776155 -0.46436802
  0.45904508]"
0786884770,"[-0.87340564 -0.62883466 -0.97488034 ... -0.04603468 -0.4035997
  0.5536485 ]"
0773757309,"[-0.8733557  -0.2734902  -0.13538136 ... -0.5198706  -0.46459875
  0.5096375 ]"
0399504427,"[-0.84015954 -0.18046145  0.16089    ... -0.46022546 -0.44268882
  0.5184075 ]"
0448418975,"[-0.7345666  -0.3391997  -0.47884205 ... -0.24405736 -0.44187877
  0.5185339 ]"
1573229938,"[-0.86221063 -0.30461693  0.21114413 ... -0.5615101  -0.4743888
  0.5031157 ]"
0688041744,"[-0.8593663  -0.34098056 -0.32125372 ... -0.54384834 -0.47100672
  0.5217349 ]"
0295974168,"[-0.83794683 -0.31906542 -0.7455892  ... -0.55250907 -0.47044042
  0.44394344]"
044920023X,"[-0.84620994 -0.50849205 -0.60371673 ... -0.5432278  -0.4462272
  0.4748135 ]"
